id,filename,full_text,confidence,audio_duration_seconds,word_count,is_sales,is_rebuttal,is_obj,redacted_pii_policies
conv_20250813073921_4117,synthetic_20250416_2916.json,"Dzień dobry, nazywam się Marek i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Grzegorz konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o zmianach w regulaminie banku, które wchodzą w życie od przyszłego miesiąca. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Zmiany dotyczą głównie opłat za prowadzenie konta...",0.854495,410,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4457,synthetic_20250327_4650.json,"Dzień dobry, nazywam się Andrzej i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Marcin bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.989502,437,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5108,synthetic_20250328_8433.json,"Dzień dobry, nazywam się Monika i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Agnieszka karty płatniczej. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że pana/pani karta została zastąpiona nową wersją z lepszymi zabezpieczeniami. Kiedy otrzymam nową kartę? W ciągu 5-7 dni roboczych. Dziękuję za informację.",0.987179,408,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5630,synthetic_20250228_9934.json,"Dzień dobry, nazywam się Elżbieta i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Ewa reklamacji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Dziękuję za zgłoszenie problemu z kartą płatniczą. Chciałbym przeprosić za niedogodności i poinformować, że sprawa została rozwiązana. Czy karta działa już prawidłowo? Tak, teraz wszystko w porządku. Świetnie! Czy mogę jeszcze w czymś pomóc?",0.871366,550,61,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_6387,synthetic_20250521_3960.json,"Dzień dobry, nazywam się Tomasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Jan bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.977037,293,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8970,synthetic_20250721_5024.json,"Dzień dobry, nazywam się Barbara i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Iwona konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o zmianach w regulaminie banku, które wchodzą w życie od przyszłego miesiąca. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Zmiany dotyczą głównie opłat za prowadzenie konta...",0.853351,158,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_7161,synthetic_20250729_8460.json,"Dzień dobry, nazywam się Jan i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Monika aplikacji mobilnej. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować o nowej aktualizacji aplikacji, która poprawia bezpieczeństwo i dodaje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowa wersja oferuje...",0.925644,424,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3499,synthetic_20250315_3381.json,"Dzień dobry, nazywam się Tomasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Paweł karty płatniczej. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że pana/pani karta została zastąpiona nową wersją z lepszymi zabezpieczeniami. Kiedy otrzymam nową kartę? W ciągu 5-7 dni roboczych. Dziękuję za informację.",0.881406,538,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8382,synthetic_20250723_9724.json,"Dzień dobry, nazywam się Iwona i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Robert konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o nowych funkcjach w bankowości internetowej, które mogą być dla pana/pani przydatne. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowe funkcje obejmują...",0.906845,247,50,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9320,synthetic_20250721_8500.json,"Dzień dobry, nazywam się Michał i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Protect Plus. Czy mogę rozmawiać z panem/panią Małgorzata? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander Protect Plus. Nie, dziękuję, nie jestem zainteresowany/a. Rozumiem, ale może warto poznać szczegóły? Santander Protect Plus oferuje bardzo niskie oprocentowanie. Ile wynosi? Tylko 5.9% w skali roku. To brzmi drogo. W porównaniu do innych banków to bardzo atrakcyjna oferta. Dodatkowo nie ma ukrytych kosztów. Hmm, a jakie są warunki? Czy chciałby pan/pani, żebym skontaktował się ponownie w dogodnym terminie?",0.968449,551,94,True,True,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8781,synthetic_20250705_6386.json,"Dzień dobry, nazywam się Grzegorz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Agnieszka karty płatniczej. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że pana/pani karta została zastąpiona nową wersją z lepszymi zabezpieczeniami. Kiedy otrzymam nową kartę? W ciągu 5-7 dni roboczych. Dziękuję za informację.",0.887794,273,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3256,synthetic_20250720_1928.json,"Dzień dobry, nazywam się Łukasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Tomasz problemu z aplikacją mobilną. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że problem z logowaniem do aplikacji został rozwiązany. Czy aplikacja działa już prawidłowo? Tak, teraz mogę się zalogować bez problemu. Doskonale! Przepraszamy za niedogodności.",0.939307,353,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_7204,synthetic_20250514_5175.json,"Dzień dobry, nazywam się Marcin i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Piotr? Tak, ale nie jestem zainteresowany/a żadnymi ofertami. Rozumiem, ale Santander Premium Card to naprawdę wyjątkowy produkt. Może chociaż posłucha pan/pani przez minutę? Hmm, no dobrze, ale szybko. Dziękuję! Santander Premium Card to... Dziękuję za rozmowę. Czy mogę przesłać panu/pani szczegółowe informacje?",0.850135,537,69,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4683,synthetic_20250301_6539.json,"Dzień dobry, nazywam się Anna i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Barbara aplikacji mobilnej. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować o nowej aktualizacji aplikacji, która poprawia bezpieczeństwo i dodaje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowa wersja oferuje...",0.951663,87,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4556,synthetic_20250428_1158.json,"Dzień dobry, nazywam się Katarzyna i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Anna bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.904035,524,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3032,synthetic_20250325_4644.json,"Dzień dobry, nazywam się Michał i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander FlexiLimit. Czy mogę rozmawiać z panem/panią Robert? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander FlexiLimit. Co to za produkt? Santander FlexiLimit to nasz flagowy produkt finansowy. Jakie ma zalety? Oferuje bardzo niskie oprocentowanie, brak ukrytych kosztów i elastyczne warunki spłaty. Brzmi interesująco. Czy mogę poznać szczegóły? Oczywiście! Dziękuję za rozmowę. Czy mogę przesłać panu/pani szczegółowe informacje?",0.945968,588,76,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8865,synthetic_20250225_3900.json,"Dzień dobry, nazywam się Agnieszka i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Ewa konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o nowych funkcjach w bankowości internetowej, które mogą być dla pana/pani przydatne. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowe funkcje obejmują...",0.97792,72,50,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8043,synthetic_20250618_4989.json,"Dzień dobry, nazywam się Tomasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Tomasz błędnej transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować, że błędna transakcja została zwrócona na pana/pani konto. Czy otrzymał pan/pani potwierdzenie? Tak, widzę zwrot na koncie. Świetnie! Przepraszamy za błąd i dziękujemy za cierpliwość.",0.967113,417,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_7333,synthetic_20250805_6733.json,"Dzień dobry, nazywam się Barbara i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Jan aplikacji mobilnej. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować o nowej aktualizacji aplikacji, która poprawia bezpieczeństwo i dodaje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowa wersja oferuje...",0.922644,393,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5851,synthetic_20250614_4913.json,"Dzień dobry, nazywam się Ewa i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Łukasz konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o zmianach w regulaminie banku, które wchodzą w życie od przyszłego miesiąca. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Zmiany dotyczą głównie opłat za prowadzenie konta...",0.881181,90,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4066,synthetic_20250403_8252.json,"Dzień dobry, nazywam się Jan i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Grzegorz aplikacji mobilnej. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować o nowej aktualizacji aplikacji, która poprawia bezpieczeństwo i dodaje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowa wersja oferuje...",0.984223,513,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_2917,synthetic_20250419_5763.json,"Dzień dobry, nazywam się Marcin i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Ewa błędnej transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować, że błędna transakcja została zwrócona na pana/pani konto. Czy otrzymał pan/pani potwierdzenie? Tak, widzę zwrot na koncie. Świetnie! Przepraszamy za błąd i dziękujemy za cierpliwość.",0.984725,397,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8762,synthetic_20250715_5634.json,"Dzień dobry, nazywam się Dorota i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Iwona konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o nowych funkcjach w bankowości internetowej, które mogą być dla pana/pani przydatne. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowe funkcje obejmują...",0.949862,384,50,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9016,synthetic_20250619_9107.json,"Dzień dobry, nazywam się Marcin i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Paweł aplikacji mobilnej. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym poinformować o nowej aktualizacji aplikacji, która poprawia bezpieczeństwo i dodaje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Nowa wersja oferuje...",0.896093,181,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_6974,synthetic_20250413_2927.json,"Dzień dobry, nazywam się Agnieszka i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Marek? Tak, ale już mam podobny produkt w innym banku. Rozumiem, ale Santander Premium Card może oferować lepsze warunki. Jakie konkretnie? Oprocentowanie tylko 5.9%, brak opłat za prowadzenie i możliwość zwiększenia limitu. To rzeczywiście lepiej niż mam teraz. Czy mogę poznać więcej szczegółów? Czy mogę zapisać panu/panią wizytę w oddziale, żeby omówić szczegóły?",0.87664,590,80,True,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_4851,synthetic_20250326_9592.json,"Dzień dobry, nazywam się Piotr i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Maria problemu z aplikacją mobilną. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że problem z logowaniem do aplikacji został rozwiązany. Czy aplikacja działa już prawidłowo? Tak, teraz mogę się zalogować bez problemu. Doskonale! Przepraszamy za niedogodności.",0.896513,295,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3912,synthetic_20250520_7117.json,"Dzień dobry, nazywam się Monika i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Monika inwestycji. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym zaproponować konsultację dotyczącą możliwości inwestycyjnych, które mogą pomóc w pomnażaniu oszczędności. Czy byłby pan/pani zainteresowany/a? Tak, chętnie poznam ofertę. Świetnie! Nasz doradca inwestycyjny może przedstawić różne opcje...",0.984545,563,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1999,synthetic_20250223_4880.json,"Dzień dobry, nazywam się Iwona i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Łukasz finansów. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym zaproponować bezpłatną konsultację finansową, która może pomóc w lepszym zarządzaniu pieniędzmi. Czy byłby pan/pani zainteresowany/a? Tak, to może być przydatne. Świetnie! Konsultacja trwa około 30 minut i jest całkowicie bezpłatna...",0.988365,147,57,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1595,synthetic_20250810_2883.json,"Dzień dobry, nazywam się Dorota i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Tomasz reklamacji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Dziękuję za zgłoszenie problemu z kartą płatniczą. Chciałbym przeprosić za niedogodności i poinformować, że sprawa została rozwiązana. Czy karta działa już prawidłowo? Tak, teraz wszystko w porządku. Świetnie! Czy mogę jeszcze w czymś pomóc?",0.919956,441,61,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9525,synthetic_20250705_5279.json,"Dzień dobry, nazywam się Michał i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Paweł konta. Czy mogę rozmawiać z panem/panią? Tak, to ja. Dziękuję. Chciałbym poinformować, że pana/pani konto zostało zaktualizowane i teraz oferuje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Świetnie! Nowe funkcje obejmują...",0.915259,529,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5701,synthetic_20250506_3960.json,"Dzień dobry, nazywam się Adam i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Iwona planowania finansowego. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym zaproponować spotkanie z naszym doradcą finansowym, który może pomóc w planowaniu przyszłości finansowej. Czy byłby pan/pani zainteresowany/a? Tak, to może być pomocne. Doskonale! Spotkanie jest bezpłatne i trwa około godziny...",0.973634,256,59,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_6996,synthetic_20250317_8818.json,"Dzień dobry, nazywam się Magdalena i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Michał? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander Premium Card. Nie, dziękuję, nie jestem zainteresowany/a. Rozumiem, ale może warto poznać szczegóły? Santander Premium Card oferuje bardzo niskie oprocentowanie. Ile wynosi? Tylko 5.9% w skali roku. To brzmi drogo. W porównaniu do innych banków to bardzo atrakcyjna oferta. Dodatkowo nie ma ukrytych kosztów. Hmm, a jakie są warunki? Dziękuję za rozmowę. Życzę miłego dnia!",0.987647,474,90,True,True,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_7600,synthetic_20250802_8663.json,"Dzień dobry, nazywam się Iwona i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Anna finansów. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym zaproponować bezpłatną konsultację finansową, która może pomóc w lepszym zarządzaniu pieniędzmi. Czy byłby pan/pani zainteresowany/a? Tak, to może być przydatne. Świetnie! Konsultacja trwa około 30 minut i jest całkowicie bezpłatna...",0.946152,500,57,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1167,synthetic_20250319_9765.json,"Dzień dobry, nazywam się Marcin i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Andrzej reklamacji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Dziękuję za zgłoszenie problemu z kartą płatniczą. Chciałbym przeprosić za niedogodności i poinformować, że sprawa została rozwiązana. Czy karta działa już prawidłowo? Tak, teraz wszystko w porządku. Świetnie! Czy mogę jeszcze w czymś pomóc?",0.899703,542,61,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9004,synthetic_20250611_6276.json,"Dzień dobry, nazywam się Magdalena i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Agnieszka planowania finansowego. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym zaproponować spotkanie z naszym doradcą finansowym, który może pomóc w planowaniu przyszłości finansowej. Czy byłby pan/pani zainteresowany/a? Tak, to może być pomocne. Doskonale! Spotkanie jest bezpłatne i trwa około godziny...",0.950348,198,59,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_2629,synthetic_20250415_1920.json,"Dzień dobry, nazywam się Łukasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Protect Plus. Czy mogę rozmawiać z panem/panią Marek? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander Protect Plus. Co to za produkt? Santander Protect Plus to nasz flagowy produkt finansowy. Jakie ma zalety? Oferuje bardzo niskie oprocentowanie, brak ukrytych kosztów i elastyczne warunki spłaty. Brzmi interesująco. Czy mogę poznać szczegóły? Oczywiście! Dziękuję za rozmowę. Czy mogę przesłać panu/pani szczegółowe informacje?",0.949674,392,79,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5737,synthetic_20250726_9659.json,"Dzień dobry, nazywam się Monika i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Protect Plus. Czy mogę rozmawiać z panem/panią Katarzyna? Tak, ale już mam podobny produkt w innym banku. Rozumiem, ale Santander Protect Plus może oferować lepsze warunki. Jakie konkretnie? Oprocentowanie tylko 5.9%, brak opłat za prowadzenie i możliwość zwiększenia limitu. To rzeczywiście lepiej niż mam teraz. Czy mogę poznać więcej szczegółów? Dziękuję za rozmowę. Życzę miłego dnia!",0.930827,311,76,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9068,synthetic_20250415_5855.json,"Dzień dobry, nazywam się Grzegorz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Iwona problemu z aplikacją mobilną. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że problem z logowaniem do aplikacji został rozwiązany. Czy aplikacja działa już prawidłowo? Tak, teraz mogę się zalogować bez problemu. Doskonale! Przepraszamy za niedogodności.",0.887764,479,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1577,synthetic_20250702_2662.json,"Dzień dobry, nazywam się Iwona i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Grzegorz problemu z aplikacją mobilną. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że problem z logowaniem do aplikacji został rozwiązany. Czy aplikacja działa już prawidłowo? Tak, teraz mogę się zalogować bez problemu. Doskonale! Przepraszamy za niedogodności.",0.850093,566,55,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9669,synthetic_20250418_2296.json,"Dzień dobry, nazywam się Tomasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Marcin? Tak, słucham. Chciałbym przedstawić panu/pani ofertę Santander Premium Card. Co to za produkt? Santander Premium Card to nasz flagowy produkt finansowy. Jakie ma zalety? Oferuje bardzo niskie oprocentowanie, brak ukrytych kosztów i elastyczne warunki spłaty. Brzmi interesująco. Czy mogę poznać szczegóły? Oczywiście! Dziękuję za rozmowę. Czy mogę przesłać panu/pani szczegółowe informacje?",0.855859,410,79,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5751,synthetic_20250216_4253.json,"Dzień dobry, nazywam się Monika i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Adam konta. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować o zmianach w regulaminie banku, które wchodzą w życie od przyszłego miesiąca. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Zmiany dotyczą głównie opłat za prowadzenie konta...",0.895418,65,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8360,synthetic_20250422_8853.json,"Dzień dobry, nazywam się Tomasz i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Monika konta. Czy mogę rozmawiać z panem/panią? Tak, to ja. Dziękuję. Chciałbym poinformować, że pana/pani konto zostało zaktualizowane i teraz oferuje nowe funkcje. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Świetnie! Nowe funkcje obejmują...",0.863877,479,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_8175,synthetic_20250723_3953.json,"Dzień dobry, nazywam się Agnieszka i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Maria bezpieczeństwa transakcji. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym przypomnieć o ważnych zasadach bezpieczeństwa przy korzystaniu z bankowości internetowej. Czy chciałby pan/pani poznać szczegóły? Tak, proszę. Pamiętaj, aby nigdy nie podawać swoich danych logowania...",0.915104,427,54,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_9505,synthetic_20250429_2274.json,"Dzień dobry, nazywam się Robert i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Iwona karty płatniczej. Czy mogę rozmawiać z panem/panią? Tak, słucham. Chciałbym poinformować, że pana/pani karta została zastąpiona nową wersją z lepszymi zabezpieczeniami. Kiedy otrzymam nową kartę? W ciągu 5-7 dni roboczych. Dziękuję za informację.",0.93944,456,51,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_3470,synthetic_20250316_1447.json,"Dzień dobry, nazywam się Katarzyna i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Katarzyna planowania finansowego. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym zaproponować spotkanie z naszym doradcą finansowym, który może pomóc w planowaniu przyszłości finansowej. Czy byłby pan/pani zainteresowany/a? Tak, to może być pomocne. Doskonale! Spotkanie jest bezpłatne i trwa około godziny...",0.906059,436,59,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_2411,synthetic_20250409_6402.json,"Dzień dobry, nazywam się Michał i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander Premium Card. Czy mogę rozmawiać z panem/panią Monika? Tak, to ja. Świetnie! Chciałbym przedstawić panu/pani specjalną ofertę Santander Premium Card. To produkt, który może bardzo pomóc w codziennych finansach. Czy byłby pan/pani zainteresowany/a poznaniem szczegółów? Tak, chętnie posłucham. Doskonale! Santander Premium Card oferuje bardzo atrakcyjne warunki... Dziękuję za rozmowę. Życzę miłego dnia!",0.95068,95,72,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_1069,synthetic_20250723_7132.json,"Dzień dobry, nazywam się Andrzej i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie specjalnej oferty dotyczącej Santander FlexiLimit. Czy mogę rozmawiać z panem/panią Marek? Tak, ale nie jestem zainteresowany/a żadnymi ofertami. Rozumiem, ale Santander FlexiLimit to naprawdę wyjątkowy produkt. Może chociaż posłucha pan/pani przez minutę? Hmm, no dobrze, ale szybko. Dziękuję! Santander FlexiLimit to... Dziękuję za rozmowę. Życzę miłego dnia!",0.902631,475,63,True,False,True,person_name; phone_number; date_of_birth; location; money_amount
conv_20250813073921_5717,synthetic_20250309_9800.json,"Dzień dobry, nazywam się Andrzej i dzwonię z banku Santander. Rozmowa jest nagrywana. Dzwonię w sprawie pana/pani Grzegorz planowania finansowego. Czy mogę rozmawiać z panem/panią? Tak, to ja. Chciałbym zaproponować spotkanie z naszym doradcą finansowym, który może pomóc w planowaniu przyszłości finansowej. Czy byłby pan/pani zainteresowany/a? Tak, to może być pomocne. Doskonale! Spotkanie jest bezpłatne i trwa około godziny...",0.922193,400,59,False,False,False,person_name; phone_number; date_of_birth; location; money_amount
